sid,line,group,refkey,refurl,Type,LocalizationSID,Weight,Cost,Rarity,AnomalyElementType,ArtifactType,ArchiartifactType,MaxStackCount,ItemGridWidth,ItemGridHeight,IsQuestItem,IsQuestItemPrototype,RequireWeight,IgnoreEquippedWeight,Invisible,InvisibleInPlayerInventory,DestroyOnPickup,DropOnPickup,DetectorRequired,Strafe,ArtifactSpawn,LifeTime,LifeTimeDependant,Persistent,Radius,JumpAmount,JumpDistance,JumpDelay,JumpSeriesDelay,JumpHeight,JumpForce,JumpSpeedCoef,PlayerDistance,ReturnDistanceValue,StateTransitionDelay,DisableCollisionWhenHide,DamageToStaminaCoefficient,DamageToWeightCoefficient,MinWeight,MaxWeight,WeightDecreaseDelay,WeightDecreaseRate,WeightDecreaseAmount,MinimalDrunkenness,EffectsDuration,MaxCharge,ChargeThreshold,ChargingSpeed,bUseCharge,LandingForce
CArtifactBouncyBall_Fake,26909,fake,CArtifactBouncyBall,,EItemType::Artifact,CArtifactBouncyBall,0.4,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactDevilsMushroom,26995,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.45,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactDevilsMushroom_Fake,27086,fake,CArtifactDevilsMushroom,,EItemType::Artifact,CArtifactDevilsMushroom,0.45,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
EArtifactChocolate,27178,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Electro,EArtifactType::Electro,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
EArtifactChocolate_Fake,27266,fake,EArtifactChocolate,,EItemType::Artifact,EArtifactChocolate,0.4,12000.0,EArtifactRarity::Common,EAnomalyElementType::Electro,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactLiquidStone,27355,ordinary-candidate,TemplateArtifact,,EItemType::Artifact,,0.6,70000.0,EArtifactRarity::Epic,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,9,1500.0,3.0,15.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CArtifactLiquidStone_Fake,27446,fake,CArtifactLiquidStone,,EItemType::Artifact,CArtifactLiquidStone,0.6,70000.0,EArtifactRarity::Epic,EAnomalyElementType::Chemical,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,true,3600.0,true,false,40.0,9,1500.0,3.0,15.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
PArtifactBrain,27538,special-psy-candidate,GArtifactNightStar,,EItemType::Artifact,GArtifactNightStar,0.6,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Gravity,EArtifactType::PSY,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,false,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
PArtifactBrain_Fake,27630,fake,PArtifactBrain,,EItemType::Artifact,GArtifactNightStar,0.6,36000.0,EArtifactRarity::Rare,EAnomalyElementType::Gravity,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,true,false,true,true,false,3600.0,true,false,40.0,7,1500.0,3.0,25.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
PQuestArtifactScraper,27722,quest-or-prologue,TemplateArtifact,,EItemType::Artifact,,0.5,0.0,EArtifactRarity::Common,EAnomalyElementType::PSY,EArtifactType::PSY,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,0.0,true,false,40.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
PQuestArtifactScraper_Fake,27804,fake,PQuestArtifactScraper,,EItemType::Artifact,PQuestArtifactScraper,0.5,0.0,EArtifactRarity::Common,EAnomalyElementType::PSY,EArtifactType::Fake,EArchiartifactType::None,999,1,1,,,,false,false,false,false,false,true,true,true,0.0,true,false,40.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
AArtifactWeirdBall,27887,archiartifact,TemplateArtifact,,EItemType::Artifact,,0.3,12000.0,EArtifactRarity::Epic,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::Ball,1,1,1,,,,false,false,false,false,false,false,false,true,3600.0,true,false,10,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,2.0,0.01,0.5,7.5,0.0,10.0,0.2,,,,,,,
AArtifactWeirdWater,27975,archiartifact,TemplateArtifact,,EItemType::Artifact,,0.55,80000.0,EArtifactRarity::Epic,EAnomalyElementType::Electro,EArtifactType::Electro,EArchiartifactType::Water,1,1,2,,,,false,false,false,false,false,false,false,true,3600.0,true,true,10,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,15.0,,,,,,
AArtifactWeirdNut,28059,archiartifact,TemplateArtifact,,EItemType::Artifact,,0.3,80000.0,EArtifactRarity::Epic,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::Nut,1,1,1,,,,false,false,false,false,false,false,false,true,3600.0,true,true,10,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
AArtifactWeirdFlower,28141,archiartifact,TemplateArtifact,,EItemType::Artifact,,0.1,12000.0,EArtifactRarity::Epic,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::Flower,1,1,1,,,,false,false,false,false,false,false,false,true,3600.0,true,true,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,7200.f,,,,,
AArtifactWeirdBolt,28227,archiartifact,TemplateArtifact,,EItemType::Artifact,,0.3,80000.0,EArtifactRarity::Epic,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::Bolt,1,1,1,,,,false,false,false,false,false,false,false,true,3600.0,true,true,10,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,300.0,1.0,20.0,false,
AArtifactWeirdKettle,28403,archiartifact,TemplateArtifact,,EItemType::Artifact,,0.65,80000.0,EArtifactRarity::Epic,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::Kettle,1,1,1,,,,false,false,false,false,false,false,false,true,3600.0,true,true,10,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
CPrologArtifactSlug,28484,quest-or-prologue,CArtifactSlug,,EItemType::Artifact,CArtifactSlug,0.6,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,true,,,false,false,false,false,false,true,false,true,3600.0,false,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
TemplateQuestArtifact,58396,template,TemplateArtifact,ArtifactPrototypes.cfg,EItemType::Info,,0.5,0.0,EArtifactRarity::Common,EAnomalyElementType::None,EArtifactType::None,EArchiartifactType::None,999,1,1,true,true,false,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
SQ13_Soul,63192,quest-or-prologue,EArtifactSoul,ArtifactPrototypes.cfg,EItemType::Artifact,,0.4,20000.0,EArtifactRarity::Uncommon,EAnomalyElementType::Electro,EArtifactType::Electro,EArchiartifactType::None,999,1,1,true,true,,false,false,false,false,false,true,true,true,3600.0,true,false,40.0,5,1500.0,3.0,35.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
QuestArtifactCrystalThorn,66664,quest-or-prologue,CArtifactCrystalThorn,ArtifactPrototypes.cfg,EItemType::Artifact,,0.5,12000.0,EArtifactRarity::Common,EAnomalyElementType::Chemical,EArtifactType::Chemical,EArchiartifactType::None,999,1,1,true,true,,false,false,false,false,false,false,true,true,3600.0,true,false,40.0,999,20000.0,0.5,0.5,150.0,20.0,1.5,100000.0,100000.0,1.0,true,,,,,,,,,,,,,,300.0
QuestArtifactHeartofChornobyl,72557,quest-or-prologue,TemplateArtifact,ArtifactPrototypes.cfg,EItemType::Artifact,QuestArtifactHeartOfChornobyl,0.5,0.0,EArtifactRarity::Epic,EAnomalyElementType::Gravity,EArtifactType::PSY,EArchiartifactType::HeartOfChornobyl,999,1,1,,,,false,false,false,false,false,true,false,true,3600.0,true,false,40.0,3,1500.0,6.0,45.0,100.0,15.0,1.0,1000.0,10000.0,1.0,true,,,,,,,,,,,,,,
